a+,"[0.0, 0.0]"
well-mannered,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-positioned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-received,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-regarded,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-rounded,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-run,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-wishers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wellbeing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
whoa,"[0.0, 0.0, 0.0, 0.0]"
wholeheartedly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wholesome,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
whooa,"[0.0, 0.0, 0.0, 0.0, 0.0]"
whoooa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wieldy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
willing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
willingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
willingness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
win,"[0.0, 0.0, 0.0]"
windfall,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
winnable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
winner,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
winners,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
winning,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wins,"[0.0, 0.0, 0.0, 0.0]"
wisdom,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wise,"[0.0, 0.0, 0.0, 0.0]"
wisely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
witty,"[0.0, 0.0, 0.0, 0.0, 0.0]"
won,"[0.0, 0.0, 0.0]"
wonder,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wonderful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wonderfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wonderous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wonderously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wonders,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wondrous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
woo,"[0.0, 0.0, 0.0]"
work,"[0.0, 0.0, 0.0, 0.0]"
workable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worked,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
works,"[0.0, 0.0, 0.0, 0.0, 0.0]"
world-famous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worth,"[0.0, 0.0, 0.0, 0.0, 0.0]"
worth-while,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worthiness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worthwhile,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
worthy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wow,"[0.0, 0.0, 0.0]"
wowed,"[0.0, 0.0, 0.0, 0.0, 0.0]"
wowing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wows,"[0.0, 0.0, 0.0, 0.0]"
yay,"[0.0, 0.0, 0.0]"
youthful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zeal,"[0.0, 0.0, 0.0, 0.0]"
zenith,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zest,"[0.0, 0.0, 0.0, 0.0]"
zippy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
